text,emotion,text_len
i am currently feeling lethargic and finding the energy to even do the smallest of assignments is comparable to pulling teeth,sadness,21
i feel pretty discontent,joy,4
i feel so angry do my family actual care,anger,9
i feel a little more sociable,joy,6
"Realised I haven’t touched English literature chapter The Tempest all month. Preparing science heavy, forgetting language marks count too.",fear,19
Can't believe I fell for that again. Feeling pretty dumbbb🤦‍♀️,disgust,10
im feeling adventurous this week,joy,5
"Everything seems dull today, even my favorite song felt flat.",sadness,10
"Nailed the coding challenge, feeling accomplished. Finally solved the bug that's been bugging me! Absolutely crushed the quiz today, so happy!",joy,21
i am starting to feel more drained and beat down,sadness,10
i feel less inhibited to speak my mind because i dont particularly care about how certain people think of me,sadness,20
i go to church i ll probably sit in the back feel awkward and not talk to anyone,sadness,18
i listen to sakura merry mens aikotoba i really feel like the lyics are so cute and like i can really feel the emotion behind the lyrics,joy,27
i feel really pleased that i managed to knock over a minute and a half off my pb with the amount of training ive been doing lately so my next target it a sub probably at the great north run later in the year unless i do another half before then,joy,51
i feel so virtuous that i m going to get absolutely twatted in my own honour,joy,16
i feel like this it makes me worry alot and there i go feeling really anxious,fear,16
"Watching topper strategy videos instead of actually studying, classic.",neutral,9
i feel that the concert was an amazing experience connecting with the older generations emotions and joyful memories of music they would listen too,joy,24
Started feelin thankful for food for bein able to enjoy such delicious things n got into cookin n bakin healthy meals for my fam 😊,joy,25
i actually really enjoy my job i cant imagine how id be feeling if i hated it s,disgust,18
i step into the house to get something or answer the phone real quick have left her feeling a bit insecure and she resorts back to her barking at the neighbors or reacting to sounds in the distance,fear,38
i am feeling ok with myself then how can i help anyone else,joy,13
i am feeling very generous today,neutral,6
i feel the need to be pleased terribly strongly these days,joy,11
im feeling terrified,fear,3
Mera khel khatam 🗣️🗣️,joy,4
"Faculty told us internals matter more than CAT, idk how to feel.",neutral,12
i miss her so much and long to feel her lips and delicate touch,neutral,14
im not listening to the songs and feeling amazed,neutral,9
im feeling as well grounded as the dead,joy,8
i feel outraged and am trying to find the best ways to express it through creative outpouring through conversations,anger,19
i am still feeling exhausted i know his strength has gotten me through each day,neutral,15
i feel totally defeated and my sadness is overwhelming,sadness,9
I wanna travel😭🤌,sadness,3
"There’s something poetic about the secret rave in the quad happening on a rainy afternoon. I felt irked as raindrops tapped on the window, mirroring my heartbeat. Then I noticed a small group laughing about it—suddenly, I was delighted, remembering that community makes these mishaps worth it. It’s wild how annoyed you can be and oddly grateful at the same time.",neutral,61
"I slammed my textbook shut when the internet died mid-research, the frustration of lost time and effort felt overwhelming. The thought that I might lose all my work in a system crash gave me cold sweats and made me question why I hadn’t backed up earlier. I felt a knot in my stomach during the entire group interview, imagining every possible way I could stumble or freeze up in front of the panel. Watching that group spread their leftovers on the bench felt absolutely gross, the mess and the smell are still stuck in my mind. I went through my to-do list methodically, checked off the assignments one by one, and then rewarded myself with a short walk around campus. I stare at the empty library seat where I was supposed to meet my study partner, and the silence echoes all my regrets.",fear,143
